!0
fuel,437,184,4,3
fuel,252,79,1,1
fuel,83,209,4,4
fuel,522,233,3,2
fuel,69,522,2,2
fuel,282,520,3,5
fuel,91,251,1,1
fuel,332,307,5,2
fuel,173,144,3,3
fuel,59,68,5,2
fuel,233,402,3,4
fuel,118,269,1,3
fuel,427,22,4,1
fuel,134,403,5,1
fuel,408,106,5,5
fuel,554,392,1,4
fuel,352,390,2,5
fuel,532,510,4,5
fuel,554,183,2,4
fuel,170,536,4,5
fuel,554,369,5,1
fuel,544,14,4,1
fuel,419,549,3,5
fuel,445,45,1,4
fuel,45,86,1,3
fuel,91,467,1,5
fuel,38,380,5,5
fuel,17,399,5,4
fuel,564,473,3,3
fuel,329,499,1,4
fuel,357,131,4,2
fuel,241,373,3,5
fuel,587,13,2,5
fuel,410,298,5,5
fuel,502,551,5,5
fuel,477,434,4,4
fuel,584,173,4,2
fuel,121,178,4,5
fuel,526,34,5,4
fuel,289,249,4,4
fuel,313,325,3,5
fuel,528,425,3,1
fuel,301,520,3,5
fuel,93,460,4,1
fuel,572,514,5,5
fuel,177,144,3,3
fuel,257,350,4,5
fuel,54,223,5,4
fuel,288,9,2,4
fuel,510,443,1,1
fuel,26,96,5,1
fuel,518,590,5,2
fuel,275,37,2,4
fuel,29,197,3,2
fuel,366,435,4,1
fuel,485,309,1,5
fuel,346,434,2,4
fuel,70,132,3,2
!5
oxygen,129,172,1,5
oxygen,345,157,5,1
oxygen,265,447,5,3
oxygen,93,295,2,3
oxygen,528,414,4,2
oxygen,50,514,2,5
oxygen,237,12,4,1
oxygen,209,93,5,5
oxygen,367,428,3,5
oxygen,42,456,3,3
oxygen,525,536,4,3
oxygen,78,292,1,5
oxygen,85,479,2,2
oxygen,404,360,3,2
oxygen,352,557,1,5
oxygen,259,350,1,3
oxygen,265,373,4,1
oxygen,431,121,3,2
oxygen,493,596,3,3
oxygen,284,79,2,4
oxygen,257,244,5,3
oxygen,354,458,3,5
oxygen,163,571,4,4
oxygen,562,215,2,2
oxygen,365,562,4,3
oxygen,149,238,2,2
oxygen,90,587,5,4
oxygen,575,598,3,3
oxygen,172,281,5,1
oxygen,481,122,4,1
oxygen,374,387,5,3
oxygen,469,328,1,5
oxygen,560,114,2,1
oxygen,194,450,1,4
oxygen,195,250,3,3
oxygen,58,549,4,1
oxygen,251,459,3,2
oxygen,529,74,4,5
oxygen,124,414,4,1
oxygen,576,580,5,3
oxygen,125,542,2,3
oxygen,118,308,3,5
oxygen,334,369,5,1
oxygen,364,493,2,5
oxygen,383,539,1,5
oxygen,606,27,3,1
oxygen,578,594,1,1
oxygen,596,337,1,1
oxygen,20,377,2,4
oxygen,363,285,3,4
oxygen,498,571,5,5
oxygen,493,576,4,5
oxygen,119,523,4,3
oxygen,518,407,2,1
oxygen,495,468,4,3
oxygen,150,403,3,5
oxygen,230,136,5,1
oxygen,462,42,3,4
oxygen,403,216,1,4
oxygen,250,316,3,4
oxygen,113,301,2,3
oxygen,350,29,2,4
oxygen,521,285,2,3
oxygen,344,503,2,5
oxygen,132,155,1,2
oxygen,165,251,4,5
oxygen,125,593,4,3
oxygen,474,247,5,4
oxygen,539,122,3,3
oxygen,71,41,5,5
oxygen,434,31,3,3
oxygen,574,121,2,1
oxygen,38,562,1,1
oxygen,567,588,5,3
oxygen,601,392,2,1
oxygen,569,522,1,4
oxygen,509,507,5,5
oxygen,367,439,1,2
oxygen,504,56,1,2
oxygen,466,119,1,5
oxygen,443,37,4,4
oxygen,46,152,5,5
oxygen,361,155,4,4
oxygen,484,37,3,1
oxygen,145,297,3,5
oxygen,85,355,3,4
oxygen,372,215,1,1
oxygen,533,381,4,5
oxygen,543,197,1,2
oxygen,417,568,4,5
oxygen,74,379,3,2
oxygen,510,24,1,2
oxygen,242,72,3,4
oxygen,325,403,5,3
oxygen,223,188,1,4
oxygen,335,404,2,4
oxygen,551,333,5,1
oxygen,176,267,2,4
oxygen,192,437,5,3
oxygen,549,221,2,5
oxygen,161,270,2,5
oxygen,343,175,4,4
oxygen,510,121,1,2
oxygen,276,165,2,5
oxygen,512,555,4,1
oxygen,195,60,4,1
oxygen,225,312,5,5
oxygen,477,481,2,3
oxygen,375,577,2,4
oxygen,544,181,2,4
oxygen,303,346,2,4
oxygen,384,237,4,3
oxygen,265,267,4,4
oxygen,116,293,1,5
oxygen,527,410,4,1
oxygen,558,579,5,2
oxygen,74,267,4,5
oxygen,222,142,5,4
oxygen,195,182,1,3
oxygen,275,439,1,2
oxygen,549,334,2,2
oxygen,205,384,5,4
oxygen,333,250,1,4
oxygen,193,118,5,1
oxygen,357,134,3,1
oxygen,192,249,4,5
oxygen,262,44,1,1
oxygen,334,384,4,5
oxygen,551,391,3,2
oxygen,354,622,2,5
oxygen,514,137,3,2
oxygen,582,53,3,1
oxygen,310,320,3,3
oxygen,572,533,1,4
oxygen,248,179,3,5
oxygen,348,619,5,4
oxygen,382,87,4,5
oxygen,274,552,5,4
oxygen,567,528,2,3
oxygen,459,138,1,3
oxygen,573,404,2,2
oxygen,534,391,4,5
oxygen,482,99,4,3
oxygen,480,25,5,3
oxygen,554,203,5,4
oxygen,213,470,5,4
oxygen,484,49,5,4
oxygen,363,533,2,3
oxygen,359,325,1,4
oxygen,497,83,1,5
oxygen,157,520,3,2
oxygen,493,265,1,5
oxygen,498,305,4,1
oxygen,37,249,5,5
oxygen,80,531,5,2
oxygen,275,48,1,1
oxygen,49,475,5,5
oxygen,136,575,5,4
oxygen,537,424,3,4
oxygen,24,233,1,5
oxygen,105,225,2,1
oxygen,570,567,1,4
oxygen,204,272,3,4
oxygen,122,193,5,4
oxygen,137,336,2,3
oxygen,253,382,1,2
oxygen,506,338,3,2
oxygen,246,159,1,3
oxygen,419,102,4,3
oxygen,287,50,2,4
oxygen,385,216,3,2
oxygen,175,456,2,5
oxygen,432,266,5,5
oxygen,85,40,4,4
oxygen,82,29,5,3
oxygen,522,290,4,5
oxygen,269,123,3,1
oxygen,92,601,2,4
oxygen,55,538,5,1
oxygen,593,252,2,4
oxygen,580,612,4,5
oxygen,57,384,4,2
oxygen,421,555,1,5
oxygen,580,454,1,5
oxygen,491,13,1,1
oxygen,228,164,5,2
oxygen,493,266,3,4
oxygen,524,590,4,4
oxygen,218,254,5,2
oxygen,446,124,5,4
oxygen,139,569,2,1
oxygen,137,231,3,3
oxygen,341,423,4,3
oxygen,37,283,2,5
oxygen,252,238,1,1
oxygen,164,510,3,1
oxygen,497,474,4,3
oxygen,484,88,5,5
oxygen,124,390,2,3
oxygen,112,214,3,5
fuel,79,177,1,4
fuel,170,76,3,1
fuel,600,610,2,4
fuel,502,65,1,2
fuel,614,252,4,2
fuel,193,474,4,3
fuel,334,234,5,5
fuel,584,486,3,4
fuel,529,604,1,2
fuel,404,347,3,3
fuel,101,457,3,1
fuel,470,129,5,4
fuel,276,390,2,4
fuel,106,603,5,4
fuel,250,422,4,1
fuel,474,286,4,2
fuel,417,537,5,2
fuel,393,284,5,1
fuel,406,535,2,1
fuel,300,568,2,5
fuel,512,102,3,5
fuel,281,476,5,3
fuel,82,134,3,3
fuel,141,605,4,3
fuel,617,342,5,1
fuel,463,410,3,1
fuel,490,480,2,5
fuel,62,238,5,2
fuel,466,548,1,4
fuel,156,144,4,5
fuel,29,19,2,2
fuel,585,439,1,5
fuel,377,309,5,5
fuel,254,617,2,4
fuel,531,357,5,1
fuel,308,283,1,3
fuel,389,240,3,3
fuel,276,123,2,3
fuel,164,186,2,2
fuel,80,273,4,5
fuel,567,138,1,3
fuel,358,194,3,5
fuel,457,199,4,3
fuel,257,84,1,1
fuel,103,229,4,4
fuel,537,243,3,2
fuel,79,532,2,2
fuel,297,545,3,5
fuel,96,256,1,1
fuel,357,317,5,2
fuel,188,159,3,3
fuel,84,78,5,2
fuel,248,422,3,4
fuel,123,284,1,3
fuel,447,27,4,1
fuel,159,408,5,1
fuel,433,131,5,5
fuel,559,412,1,4
fuel,362,415,2,5
fuel,552,535,4,5
fuel,564,203,2,4
fuel,190,561,4,5
fuel,579,374,5,1
fuel,564,19,4,1
fuel,434,574,3,5
fuel,450,65,1,4
fuel,50,101,1,3
fuel,96,492,1,5
fuel,63,405,5,5
fuel,42,419,5,4
fuel,579,488,3,3
fuel,334,519,1,4
fuel,377,141,4,2
fuel,256,398,3,5
fuel,597,38,2,5
fuel,435,323,5,5
fuel,527,576,5,5
fuel,497,454,4,4
fuel,604,183,4,2
fuel,141,203,4,5
fuel,551,54,5,4
fuel,309,269,4,4
fuel,328,350,3,5
fuel,543,430,3,1
fuel,316,545,3,5
fuel,113,465,4,1
fuel,597,539,5,5
fuel,192,159,3,3
fuel,277,375,4,5
fuel,79,243,5,4
fuel,298,29,2,4
fuel,515,448,1,1
fuel,51,101,5,1
fuel,543,600,5,2
fuel,285,57,2,4
fuel,44,207,3,2
fuel,386,440,4,1
fuel,490,334,1,5
fuel,356,454,2,4
fuel,85,142,3,2
!10
oxygen,134,197,1,5
oxygen,370,162,5,1
oxygen,290,462,5,3
oxygen,103,310,2,3
oxygen,548,424,4,2
oxygen,60,539,2,5
oxygen,257,17,4,1
oxygen,234,118,5,5
oxygen,382,453,3,5
oxygen,57,471,3,3
oxygen,545,551,4,3
oxygen,83,317,1,5
oxygen,95,489,2,2
oxygen,419,370,3,2
oxygen,357,582,1,5
oxygen,264,365,1,3
oxygen,285,378,4,1
oxygen,446,131,3,2
oxygen,508,611,3,3
oxygen,294,99,2,4
oxygen,282,259,5,3
oxygen,369,483,3,5
oxygen,183,591,4,4
oxygen,572,225,2,2
oxygen,385,577,4,3
oxygen,159,248,2,2
oxygen,115,607,5,4
oxygen,590,613,3,3
oxygen,197,286,5,1
oxygen,501,127,4,1
oxygen,399,402,5,3
oxygen,474,353,1,5
oxygen,570,119,2,1
oxygen,199,470,1,4
oxygen,210,265,3,3
oxygen,78,554,4,1
oxygen,266,469,3,2
oxygen,549,99,4,5
oxygen,144,419,4,1
oxygen,601,595,5,3
oxygen,135,557,2,3
oxygen,133,333,3,5
oxygen,359,374,5,1
oxygen,374,518,2,5
oxygen,388,564,1,5
oxygen,621,32,3,1
oxygen,583,599,1,1
oxygen,601,342,1,1
oxygen,30,397,2,4
oxygen,378,305,3,4
oxygen,523,596,5,5
oxygen,513,601,4,5
oxygen,139,538,4,3
oxygen,528,412,2,1
oxygen,515,483,4,3
oxygen,165,428,3,5
oxygen,255,141,5,1
oxygen,477,62,3,4
oxygen,408,236,1,4
oxygen,265,336,3,4
oxygen,123,316,2,3
oxygen,360,49,2,4
oxygen,531,300,2,3
oxygen,354,528,2,5
oxygen,137,165,1,2
oxygen,185,276,4,5
oxygen,145,608,4,3
oxygen,499,267,5,4
oxygen,554,137,3,3
oxygen,96,66,5,5
oxygen,449,46,3,3
oxygen,584,126,2,1
oxygen,43,567,1,1
oxygen,592,603,5,3
oxygen,611,397,2,1
oxygen,574,542,1,4
oxygen,534,532,5,5
oxygen,372,449,1,2
oxygen,509,66,1,2
oxygen,471,144,1,5
oxygen,463,57,4,4
oxygen,71,177,5,5
oxygen,381,175,4,4
oxygen,499,42,3,1
oxygen,160,322,3,5
oxygen,100,375,3,4
oxygen,377,220,1,1
oxygen,553,406,4,5
oxygen,548,207,1,2
oxygen,437,593,4,5
oxygen,89,389,3,2
oxygen,515,34,1,2
oxygen,257,92,3,4
oxygen,350,418,5,3
oxygen,228,208,1,4
oxygen,345,424,2,4
oxygen,576,338,5,1
oxygen,186,287,2,4
oxygen,217,452,5,3
oxygen,559,246,2,5
oxygen,171,295,2,5
oxygen,363,195,4,4
oxygen,515,131,1,2
oxygen,286,190,2,5
oxygen,532,560,4,1
oxygen,215,65,4,1
oxygen,250,337,5,5
oxygen,487,496,2,3
oxygen,385,597,2,4
oxygen,554,201,2,4
oxygen,313,366,2,4
oxygen,404,252,4,3
oxygen,285,287,4,4
oxygen,121,318,1,5
oxygen,547,415,4,1
oxygen,583,589,5,2
oxygen,94,292,4,5
oxygen,247,162,5,4
oxygen,200,197,1,3
oxygen,280,449,1,2
oxygen,559,344,2,2
oxygen,230,404,5,4
oxygen,338,270,1,4
oxygen,218,123,5,1
oxygen,372,139,3,1
oxygen,212,274,4,5
oxygen,267,49,1,1
oxygen,354,409,4,5
oxygen,566,401,3,2
oxygen,364,647,2,5
oxygen,529,147,3,2
oxygen,597,58,3,1
oxygen,325,335,3,3
oxygen,577,553,1,4
oxygen,263,204,3,5
oxygen,373,639,5,4
oxygen,402,112,4,5
oxygen,299,572,5,4
oxygen,577,543,2,3
oxygen,464,153,1,3
oxygen,583,414,2,2
oxygen,554,416,4,5
oxygen,502,114,4,3
oxygen,505,40,5,3
oxygen,579,223,5,4
oxygen,238,490,5,4
oxygen,509,69,5,4
oxygen,373,548,2,3
oxygen,364,345,1,4
oxygen,502,108,1,5
oxygen,172,530,3,2
oxygen,498,290,1,5
oxygen,518,310,4,1
oxygen,62,274,5,5
oxygen,105,541,5,2
oxygen,280,53,1,1
oxygen,74,500,5,5
oxygen,161,595,5,4
oxygen,552,444,3,4
oxygen,29,258,1,5
oxygen,115,230,2,1
oxygen,575,587,1,4
oxygen,219,292,3,4
oxygen,147,213,5,4
oxygen,147,351,2,3
oxygen,258,392,1,2
oxygen,521,348,3,2
oxygen,251,174,1,3
oxygen,439,117,4,3
oxygen,297,70,2,4
oxygen,400,226,3,2
oxygen,185,481,2,5
oxygen,457,291,5,5
oxygen,105,60,4,4
oxygen,107,44,5,3
oxygen,542,315,4,5
oxygen,284,128,3,1
oxygen,102,621,2,4
oxygen,80,543,5,1
oxygen,603,272,2,4
oxygen,600,637,4,5
oxygen,77,394,4,2
oxygen,426,580,1,5
oxygen,585,479,1,5
oxygen,496,18,1,1
oxygen,253,174,5,2
oxygen,508,286,3,4
oxygen,544,610,4,4
oxygen,243,264,5,2
oxygen,471,144,5,4
oxygen,149,574,2,1
oxygen,152,246,3,3
oxygen,361,438,4,3
oxygen,47,308,2,5
oxygen,257,243,1,1
oxygen,179,515,3,1
oxygen,517,489,4,3
oxygen,509,113,5,5
oxygen,134,405,2,3
oxygen,127,239,3,5
fuel,84,197,1,4
fuel,185,81,3,1
fuel,610,630,2,4
fuel,507,75,1,2
fuel,634,262,4,2
fuel,213,489,4,3
fuel,359,259,5,5
fuel,599,506,3,4
fuel,534,614,1,2
fuel,419,362,3,3
fuel,116,462,3,1
fuel,495,149,5,4
fuel,286,410,2,4
fuel,131,623,5,4
fuel,270,427,4,1
fuel,494,296,4,2
fuel,442,547,5,2
fuel,418,289,5,1
fuel,416,540,2,1
fuel,310,593,2,5
fuel,527,127,3,5
fuel,306,491,5,3
fuel,97,149,3,3
fuel,161,620,4,3
fuel,642,347,5,1
fuel,478,415,3,1
fuel,500,505,2,5
fuel,87,248,5,2
fuel,471,568,1,4
fuel,176,169,4,5
fuel,39,29,2,2
fuel,590,464,1,5
fuel,402,334,5,5
fuel,264,637,2,4
fuel,556,362,5,1
fuel,313,298,1,3
fuel,404,255,3,3
fuel,286,138,2,3
fuel,174,196,2,2
fuel,100,298,4,5
fuel,572,153,1,3
fuel,373,219,3,5
fuel,477,214,4,3
fuel,262,89,1,1
fuel,123,249,4,4
fuel,552,253,3,2
fuel,89,542,2,2
fuel,312,570,3,5
fuel,101,261,1,1
fuel,382,327,5,2
fuel,203,174,3,3
fuel,109,88,5,2
fuel,263,442,3,4
fuel,128,299,1,3
fuel,467,32,4,1
fuel,184,413,5,1
fuel,458,156,5,5
fuel,564,432,1,4
fuel,372,440,2,5
fuel,572,560,4,5
fuel,574,223,2,4
fuel,210,586,4,5
fuel,604,379,5,1
fuel,584,24,4,1
fuel,449,599,3,5
fuel,455,85,1,4
fuel,55,116,1,3
fuel,101,517,1,5
fuel,88,430,5,5
fuel,67,439,5,4
fuel,594,503,3,3
fuel,339,539,1,4
fuel,397,151,4,2
fuel,271,423,3,5
fuel,607,63,2,5
fuel,460,348,5,5
fuel,552,601,5,5
fuel,517,474,4,4
fuel,624,193,4,2
fuel,161,228,4,5
fuel,576,74,5,4
fuel,329,289,4,4
fuel,343,375,3,5
fuel,558,435,3,1
fuel,331,570,3,5
fuel,133,470,4,1
fuel,622,564,5,5
fuel,207,174,3,3
fuel,297,400,4,5
fuel,104,263,5,4
fuel,308,49,2,4
fuel,520,453,1,1
fuel,76,106,5,1
fuel,568,610,5,2
fuel,295,77,2,4
fuel,59,217,3,2
fuel,406,445,4,1
fuel,495,359,1,5
fuel,366,474,2,4
fuel,100,152,3,2
